Sukunimi;Lkm 2023; Lkm 2021;Yleisyysluokka
Artto;20;20;1
Arttola;22;23;1
Artukka;27;25;1
Artzén;27;27;1
Arva;21;21;1
Arvaja;50;50;1
Arve;58;59;1
Arvekari;30;27;1
Arvela;258;257;2
Arveli;26;26;1
Arvelin;58;58;1
Arvidsson;47;46;1
Arvila;169;172;2
Arvilahti;26;26;1
Arvilommi;108;108;2
Arvinen;30;30;1
Arvio;142;139;2
Arvo;168;167;2
Arvola;1038;1040;3
Arvonen;498;498;2
Aryal;54;45;1
Asaad;21;0;1
Asanti;32;31;1
Aschan;65;67;1
Asell;75;73;1
Ashraf;23;22;1
Asiainen;27;25;1
Asiala;127;128;2
Asikainen;4010;4052;3
Asikanius;49;46;1
Asikkala;32;31;1
Ask;30;28;1
Aska;94;93;1
Askeli;0;20;0
Asklöf;30;30;1
Askola;185;188;2
Askolin;158;162;2
Askonen;55;54;1
Aslan;70;60;1
Asllani;30;25;1
Asmala;52;49;1
Asmundela;31;29;1
Asmundi;21;21;1
Aso;34;32;1
Asp;683;679;2
Aspa;21;20;1
Aspbäck;62;61;1
Aspegren;298;302;2
Aspegrén;25;24;1
Aspelin;169;170;2
Aspelund;99;100;1
Aspfors;123;117;2
Aspholm;220;223;2
Aspiala;32;30;1
Aspila;37;35;1
Aspinen;67;65;1
Aspinmaa;31;31;1
Asplund;926;925;2
Aspnäs;27;27;1
Aspola;24;25;1
Aspvik;34;35;1
Aspö;27;27;1
Assinen;58;59;1
Assmuth;21;0;1
Assola;0;20;0
Astala;148;148;2
Asteljoki;43;44;1
Astikainen;400;408;2
Astola;31;33;1
Astrén;27;29;1
Asu;33;33;1
Asuinmaa;49;49;1
Asuintupa;55;54;1
Asuja;21;21;1
Asujamaa;39;38;1
Asukas;117;113;2
Asula;46;46;1
Asumaa;58;57;1
Asumalahti;44;42;1
Asumaniemi;88;84;1
Asumus;21;21;1
Asunen;38;40;1
Asunmaa;367;364;2
Asunta;114;112;2
Asunto;23;26;1
Atem;23;23;1
Ates;48;41;1
Atila;20;0;1
Atkins;27;26;1
Atkinson;20;0;1
Attenberg;34;35;1
Attila;88;85;1
Atula;22;23;1
Auer;319;320;2
Auerkari;20;0;1
Auersalo;22;21;1
Auervuolle;37;36;1
Augustin;53;56;1
Augustsson;67;63;1
Auhtola;43;42;1
Aukeala;42;43;1
Aukee;49;50;1
Aukia;54;53;1
Aukio;23;22;1
Aula;293;289;2
Aulakoski;75;71;1
Aulamo;37;39;1
Aulanko;88;88;1
Aulaskari;32;34;1
Aulasuo;24;25;1
Aulén;88;82;1
Aulin;105;103;2
Aulio;86;85;1
Aulu;47;46;1
Aumala;28;27;1
Aumanen;74;76;1
Aumo;37;38;1
Aunala;37;37;1
Aunela;55;53;1
Aunesluoma;24;24;1
Aung;30;26;1
Aunio;196;192;2
Auno;93;92;1
Aunola;248;255;2
Aunula;30;31;1
Aura;482;486;2
Aurala;108;106;2
Auramaa;39;38;1
Auramo;138;139;2
Auranen;492;498;2
Auraneva;29;30;1
Aurasmaa;23;23;1
Auravuo;37;37;1
Aurell;20;0;1
Aurén;39;39;1
Auri;33;34;1
Aurio;29;27;1
Aurola;29;29;1
Auronen;31;31;1
Auru;29;28;1
Auruksenaho;0;20;0
Austin;46;44;1
Autere;390;390;2
Auterinen;30;29;1
Autero;148;149;2
Autio;4409;4445;3
Autiola;22;22;1
Autiomäki;50;52;1
Autioniemi;130;129;2
Autiosalo;22;22;1
Autiosuo;20;21;1
Autonen;30;33;1
Autti;237;234;2
Autto;114;113;2
Auvinen;3433;3488;3
Avantola;22;21;1
Avara;30;32;1
Avci;30;24;1
Avela;58;57;1
Avelin;145;140;2
Avellan;186;184;2
Avikainen;280;287;2
Avila;59;56;1
Avola;26;26;1
Avonius;116;115;2
Awad;58;55;1
Ax;23;23;1
Axberg;58;58;1
Axelsson;158;148;2
Axén;58;56;1
Aydin;67;55;1
Aydogan;27;24;1
Azad;21;20;1
Azemi;29;24;1
Azimi;31;27;1
Aziz;86;81;1
Azizi;105;99;2
Ba;29;27;1
Baarman;199;200;2
Baas;98;96;1
Babitzin;37;35;1
Bach;28;27;1
Bachmann;33;33;1
Back;896;900;2
Backa;68;69;1
Backas;103;104;2
Backberg;32;31;1
Backgren;20;21;1
Backholm;146;144;2
Backlund;907;921;2
Backman;2644;2678;3
Backström;304;306;2
Backända;29;29;1
Badar;21;20;1
Bade;25;24;1
Baer;34;34;1
Bagge;200;204;2
Bagger;20;0;1
Baggström;70;71;1
Bah;84;71;1
Bahne;26;26;1
Bailey;35;32;1
Bajrami;48;44;1
Baker;77;76;1
Bakir;62;53;1
Bakker;41;42;1
Bal;27;25;1
Bala;25;22;1
Balk;198;199;2
Balogh;0;20;0
Baltzar;188;197;2
Bamberg;140;142;2
Bang;55;54;1
Baran;39;34;1
Baranov;43;38;1
Baranova;39;31;1
Barck;295;298;2
Bardy;23;23;1
Barhoumi;20;0;1
Bark;42;41;1
Barkar;40;40;1
Barkman;33;32;1
Barlow;23;24;1
Barman;78;79;1
Barner-Rasmussen;20;21;1
Barnes;56;54;1
Baron;20;20;1
Barre;34;33;1
Barrett;39;33;1
Barrow;31;28;1
Barry;40;37;1
Barsk;156;153;2
Bas;38;37;1
Bask;78;78;1
Basnet;21;0;1
Bast;31;34;1
Bastman;101;103;2
Battilana;33;31;1
Bau;30;30;1
Bauer;100;103;2
Baumann;51;48;1
Baumgartner;76;72;1
Bayat;51;44;1
Bayer;30;29;1
Bayraktar;20;0;1
Beck;59;60;1
Becker;204;194;2
Beckman;58;59;1
Bedretdin;56;57;1
Begolli;20;0;1
Begu;27;25;1
Behm;563;575;2
Behrami;38;35;1
Beijar;166;165;2
Beka;31;31;1
Bekkevold;20;20;1
Belik;26;22;1
Bell;77;73;1
Beloff;25;25;1
Belov;69;70;1
Belova;22;20;1
Belt;28;28;1
Benamar;21;20;1
Bengs;190;190;2
Bengts;78;78;1
Bengtsson;134;137;2
Bennett;61;62;1
Bensky;26;24;1
Benson;46;41;1
Beqiri;77;68;1
Beranger;21;23;1
Berg;2755;2778;3
Bergbacka;75;78;1
Bergbom;39;41;1
Bergdahl;121;115;2
Bergdal;28;29;1
Bergelin;24;23;1
Bergendahl;108;104;2
Bergenheim;22;22;1
Bergenwall;20;22;1
Berger;106;107;2
Bergfors;88;88;1
Berggren;167;173;2
Berggrén;29;30;1
Bergh;29;28;1
Berghem;73;76;1
Bergholm;383;389;2
Berghäll;240;239;2
Bergius;129;128;2
Bergkulla;27;26;1
Bergkvist;20;20;1
Berglind;39;40;1
Berglund;843;851;2
Bergman;1780;1805;3
Bergmann;37;37;1
Bergqvist;246;252;2
Bergring;20;20;1
Bergroth;233;226;2
Bergsten;23;0;1
Bergström;1184;1184;3
Bergvall;43;43;1
Bergvik;59;59;1
Berisha;139;123;2
Berlin;151;150;2
Bernard;33;33;1
Bernas;21;21;1
Berndtson;48;49;1
Berndtsson;74;70;1
Berner;85;83;1
Bernitz;41;40;1
Bernoulli;27;28;1
Bernström;21;24;1
Berntsson;20;0;1
Berry;40;38;1
Bertell;120;120;2
Bertlin;73;71;1
Bertling;36;36;1
Berts;84;86;1
Bertula;48;49;1
Beshar;33;33;1
Besic;23;23;1
Bexar;113;112;2
Bhandari;115;93;2
Bhatia;26;26;1
Bhattarai;33;26;1
Bhatti;0;20;0
Bhuiyan;41;42;1
Biaudet;31;29;1
Bibani;25;24;1
Biese;34;33;1
Bifeldt;36;36;1
Bilal;25;24;1
Bildjuschkin;21;0;1
Bildo;55;56;1
Bilund;29;29;1
Bimberg;45;47;1
Bingham;24;25;1
Birkman;26;26;1
Birkstedt;21;21;1
Birling;57;55;1
Bisi;53;52;1
Biskop;150;148;2
Bister;275;276;2
Biström;161;162;2
Bitter;60;56;1
Bjolin;39;39;1
Bjon;57;60;1
Bjondahl;21;21;1
Bjong;29;29;1
Bjugg;24;26;1
Bjurbäck;22;21;1
Bjurström;46;47;1
Björck;21;21;1
Björk;935;949;2
Björkas;33;34;1
Björkbacka;320;318;2
Björkberg;36;37;1
Björkblom;30;29;1
Björkbom;55;52;1
Björke;44;43;1
Björkell;266;256;2
Björkenheim;52;51;1
Björkestam;0;20;0
Björkfors;20;20;1
Björkgren;142;143;2
Björkgård;50;49;1
Björkholm;176;179;2
Björklund;1871;1878;3
Björklöf;303;305;2
Björklöv;23;24;1
Björkman;986;1000;2
Björknäs;73;71;1
Björkqvist;596;595;2
Björkroth;182;185;2
Björkskog;450;426;2
Björkstam;29;28;1
Björkstedt;40;42;1
Björksten;102;99;2
Björkstén;51;52;1
Björkstrand;99;100;1
Björkström;148;144;2
Björkvall;55;52;1
Björkvik;39;39;1
Björkwall;26;26;1
Björlin;45;45;1
Björling;21;20;1
Björn;659;655;2
Björnberg;26;24;1
Björndahl;81;81;1
Björnholm;94;93;1
Björni;42;41;1
Björninen;178;184;2
Björnström;61;58;1
Björnvik;70;69;1
Björs;74;73;1
Björses;81;81;1
Blad;39;40;1
Blanck;25;28;1
Blanco Sequeiros;23;21;1
Blank;20;20;1
Blankenstein;37;38;1
Blick;26;25;1
Blinnikka;95;97;1
Blixt;35;35;1
Block;29;29;1
Blohin;24;25;1
Bloigu;68;68;1
Blom;1241;1246;3
Blomback;22;21;1
Blomberg;1108;1119;3
Blomberg von der Geest;25;24;1
Blomerus;561;562;2
Blomfeldt;34;34;1
Blomfelt;107;109;2
Blomgren;117;120;2
Blomkvist;24;24;1
Blommendahl;81;84;1
Blomquist;32;34;1
Blomqvist;3109;3137;3
Blomroos;86;87;1
Blomros;23;24;1
Blomstedt;95;98;1
Blomster;606;612;2
Blomsterlund;33;32;1
Blomström;94;94;1
Blomvall;30;31;1
Blumenthal;25;25;1
Bly;48;46;1
Blå;44;43;1
Blåberg;42;42;1
Blåfield;135;126;2
Blässar;32;30;1
Boateng;37;34;1
Bobacka;25;27;1
Boberg;65;67;1
Bock;26;25;1
Bodbacka;134;138;2
Bodman;37;37;1
Bodö;31;33;1
Boedeker;25;26;1
Boehm;21;20;1
Boelius;48;48;1
Bogdanoff;230;229;2
Bogdanov;59;53;1
Bogdanova;42;40;1
Bogel;46;47;1
Bogujevci;20;20;1
Bohm;77;79;1
Boholm;32;32;1
Boij;31;32;1
Boije;30;26;1
Boije af Gennäs;26;25;1
Boijer;47;45;1
Boijer-Spoof;22;24;1
Boisman;21;21;1
Bojang;69;59;1
Boldt;20;20;1
Bolin;30;29;1
Bollström;587;585;2
Bolodin;48;47;1
Bolton;20;20;1
Bom;56;56;1
Boman;867;867;2
Bomanson;23;25;1
Bomberg;47;48;1
Bomström;66;64;1
Bondarenko;35;35;1
Bonde;49;50;1
Bonden;25;26;1
Bondén;40;38;1
Bondestam;40;42;1
Bondfolk;26;25;1
Bonn;104;102;2
Bonns;20;20;1
Bono;34;31;1
Bonsdorff;63;58;1
Booth;28;28;1
Borchers;20;21;1
Bordi;180;179;2
Boren;32;35;1
Borén;167;168;2
Borenius;111;110;2
Borg;669;670;2
Borgar;31;31;1
Borgelin;50;50;1
Borgenström;73;72;1
Borgman;199;204;2
Borgmästars;87;89;1
Borgström;248;244;2
Borisoff;21;22;1
Borisov;87;84;1
Borman;40;40;1
Borodavkin;32;32;1
Borodulin;39;39;1
Borovkoff;20;0;1
Borup;20;20;1
Bos;22;22;1
Bosas;33;31;1
Bosnjakovic;26;23;1
Boström;682;699;2
Botan;31;27;1
Bothas;22;21;1
Bottas;31;31;1
Boucht;59;60;1
Bovellan;100;104;2
Bowman;20;0;1
Boxberg;37;37;1
Boxström;53;53;1
Boyd;21;20;1
Bozkurt;20;22;1
Bradley;24;23;1
Bragge;309;307;2
Brahimi;22;23;1
Braks;24;25;1
Brand;38;36;1
Brandenburg;22;22;1
Brander;391;378;2
Branders;33;33;1
Brandes;36;35;1
Brandt;811;804;2
Brantberg;23;24;1
Brar;26;24;1
Brask;75;78;1
Braskén;28;28;1
Braun;72;68;1
Brax;124;121;2
Bredbacka;45;46;1
Bredenberg;107;104;2
Breider;34;33;1
Breilin;118;115;2
Breitenstein;26;26;1
Breitholtz;35;34;1
Brelo;30;31;1
Bremer;161;154;2
Brennan;21;21;1
Brenner;75;73;1
Bridges;21;0;1
Brigatti;42;43;1
Brilli;32;34;1
Brinck;31;32;1
Brink;55;54;1
Brisk;69;73;1
Britschgi;25;22;1
Bro;36;40;1
Broas;36;37;1
Broberg;165;163;2
Brockmann;20;0;1
Broder;25;25;1
Brodkin;22;23;1
Brofeldt;92;97;1
Brofelt;78;77;1
Broholm;26;25;1
Brokvist;22;22;1
Broman;618;621;2
Brommels;31;31;1
Broms;69;70;1
Broo;119;116;2
Brooks;42;40;1
Brors;25;21;1
Broström;149;153;2
Brotherus;75;74;1
Brotkin;101;104;2
Brown;264;250;2
Broända;45;45;1
Bruce;123;125;2
Bruhn;21;21;1
Brummer;93;91;1
Brun;32;32;1
Brunberg;91;85;1
Brunell;87;85;1
Brunfeldt;66;67;1
Brunila;129;128;2
Brunner;33;34;1
Brunni;44;42;1
Brunnila;26;27;1
Brunnsberg;26;25;1
Brunou;107;105;2
Brunström;47;50;1
Brusas;20;0;1
Brusi;53;52;1
Brusila;245;241;2
Brusin;109;110;2
Bruun;497;493;2
Bryant;20;20;1
Brück;30;29;1
Bryggare;34;34;1
Brygger;34;34;1
Brådd;38;40;1
Brändström;28;28;1
Bränn;75;75;1
Brännare;76;79;1
Brännback;30;31;1
Brännbacka;162;166;2
Brännkärr;111;118;2
Brännström;68;64;1
Bräysy;117;118;2
Bröms;23;21;1
Buchanan;24;22;1
Buchert;46;44;1
Bucht;55;52;1
Buckman;53;52;1
Buddas;85;85;1
Budde;27;27;1
Bui;161;146;2
Buljugin;24;23;1
Buller;31;32;1
Bulut;83;78;1
Bunda;50;55;1
Bunjaku;23;20;1
Burakoff;0;20;0
Burgess;26;26;1
Burgman;30;29;1
Burke;68;69;1
Burman;298;299;2
Burmeister;45;45;1
Burns;29;27;1
Burton;42;39;1
Burtsoff;29;25;1
Burtsov;66;68;1
Bushi;26;24;1
Busi;42;41;1
Busk;97;93;1
Buska;89;86;1
Buss;95;97;1
Bussman;138;136;2
Butilkin;21;21;1
Butt;52;47;1
Buuri;57;57;1
Byckling;157;160;2
Byggmästar;279;261;2
Byggningsbacka;28;28;1
Byholm;65;67;1
Byman;338;343;2
Byrne;22;0;1
Byskata;125;126;2
Bystedt;47;50;1
Byström;71;68;1
Bytyqi;20;0;1
Bützow;21;22;1
Både;24;24;1
Båga;42;39;1
Båge;31;31;1
Bågman;92;92;1
Bång;21;23;1
Båsk;81;84;1
Båskman;30;29;1
Båssar;20;0;1
Båtman;24;24;1
Båtsman;22;21;1
Bäck;781;784;2
Bäckblom;29;28;1
Bäcklund;340;342;2
Bäckman;1036;1045;3
Bäckmark;20;20;1
Bäckroos;61;61;1
Bäcksbacka;35;35;1
Bäckström;788;797;2
Bäf;29;29;1
Bär;44;46;1
Bärdén;36;35;1
Bärholm;26;26;1
Bärling;53;53;1
Bärlund;360;359;2
Bärman;21;21;1
Bärn;24;24;1
Böckelman;32;32;1
Böckerman;127;130;2
Böhling;82;81;1
Böhm;111;110;2
Böhme;25;22;1
Böling;88;90;1
Börman;68;67;1
Böök;174;182;2
Böös;68;67;1
Cajan;36;34;1
Cajander;35;36;1
Cajanus;20;0;1
Caldén;29;29;1
Calenius;34;33;1
Calonius;70;70;1
Camara;58;51;1
Cameron;24;26;1
Campbell;96;95;1
Can;49;46;1
Candelin;38;37;1
Candolin;39;38;1
Cantell;53;53;1
Canth;21;21;1
Cao;30;25;1
Carlander;28;27;1
Carlberg;57;60;1
Carlenius;23;23;1
Carling;22;20;1
Carlsen;21;21;1
Carlson;288;291;2
Carlsson;505;500;2
Carlstedt;61;62;1
Carlström;40;40;1
Carp;24;25;1
Carpelan;111;110;2
Carpén;30;34;1
Carr;26;26;1
Carroll;20;20;1
Carter;43;44;1
Casagrande;106;107;2
Caselius;53;54;1
Casén;20;0;1
Castren;27;28;1
Castrén;449;435;2
Castro;41;35;1
Catani;43;41;1
Cavander;26;27;1
Cavén;115;114;2
Cavenius;21;21;1
Cavonius;50;51;1
Ceder;184;187;2
Cederberg;357;354;2
Cedercreutz;28;26;1
Cederholm;50;53;1
Cederlund;29;29;1
Cederlöf;126;126;2
Cederqvist;97;99;1
Cederström;101;102;2
Ceesay;115;108;2
Çekiç;23;23;1
Celik;26;26;1
Çelik;55;49;1
Celvin;0;20;0
Çetin;39;33;1
Chambers;30;31;1
Chan;88;82;1
Chand;24;21;1
Chang;28;27;1
Chapman;32;31;1
Charles;27;27;1
Charpentier;68;67;1
Chau;21;0;1
Chaudhry;32;30;1
Chauhan;38;35;1
Chen;179;172;2
Cheung;31;31;1
Chorin;23;0;1
Chowdhury;68;63;1
Christensen;161;159;2
Christiansen;84;84;1
Christiansson;26;27;1
Christodoulou;28;25;1
Chrons;25;26;1
Chryssanthou;22;21;1
Chu;41;40;1
Chung;42;39;1
Chydenius;67;68;1
Cimili;39;35;1
Civil;25;22;1
Claesson;45;43;1
Clarén;24;23;1
Clark;87;78;1
Clarke;62;60;1
Clayhills;37;36;1
Clement;29;25;1
Clemes;47;46;1
Cleve;40;38;1
Clewer;32;31;1
Clifford;23;21;1
Çoban;23;25;1
Cohen;70;65;1
Cole;33;33;1
Coleman;40;39;1
Collan;151;148;2
Collander;68;71;1
Collanus;87;90;1
Colliander;177;180;2
Collin;389;382;2
Collins;57;53;1
Cook;56;54;1
Cooke;20;0;1
Cooper;68;66;1
Corander;41;43;1
Corell;43;44;1
Corin;27;26;1
Coskun;23;23;1
Costa;29;28;1
Costiander;41;42;1
Cox;41;41;1
Craig;21;21;1
Crawford;20;21;1
Creutz;37;40;1
Cronstedt;23;25;1
Cronvall;21;21;1
Cruz;25;21;1
Cunningham;31;29;1
Curtis;29;28;1
Cygnel;38;40;1
da Silva;27;27;1
Daavitsainen;44;44;1
Daavittila;51;52;1
Dag;31;29;1
Dahir;145;133;2
Dahl;933;929;2
Dahla;29;30;1
Dahlbacka;141;144;2
Dahlberg;382;382;2
Dahlblom;128;127;2
Dahlbo;45;44;1
Dahlbom;67;66;1
Dahlbäck;36;37;1
Dahlén;97;101;1
Dahlfors;29;30;1
Dahlgren;347;345;2
Dahlgrén;33;29;1
Dahlin;154;154;2
Dahllund;50;50;1
Dahlman;334;333;2
Dahlmars;27;24;1
Dahlqvist;298;300;2
Dahlroos;29;31;1
Dahlros;22;22;1
Dahlskog;36;38;1
Dahlstedt;72;71;1
Dahlsten;86;86;1
Dahlström;722;727;2
Dahlvik;65;65;1
Dalbudak;20;0;1
Dalén;32;33;1
Dalgren;24;22;1
Dalhem;21;21;1
Dalin;23;22;1
Dalkarl;24;23;1
Dalvik;20;22;1
Damberg;0;20;0
Damén;71;70;1
Damlin;22;22;1
Dammert;119;123;2
Dampha;28;26;1
Damski;86;87;1
Damskägg;37;38;1
Damsten;57;57;1
Damstén;24;24;1
Dang;136;123;2
Daniel;41;37;1
Danielsbacka;72;75;1
Danielsson;452;458;2
Dannberg;51;56;1
Dannbom;20;21;1
Dannbäck;32;31;1
Dannström;20;22;1
Danschu;20;21;1
Danska;72;69;1
Dao;41;38;1
Daoud;27;21;1
Darboe;22;22;1
Darth;21;20;1
Das;29;25;1
David;51;50;1
Davidila;69;67;1
Davidkin;20;20;1
Davidson;43;40;1
Davidsson;196;189;2
Davies;87;81;1
Davis;92;88;1
Davitsainen;21;20;1
Dawoud;22;0;1
Dawson;21;20;1
Day;22;24;1
Dayib;25;24;1
de Godzinsky;20;20;1
de Jong;26;24;1
de la Chapelle;31;32;1
de Silva;24;24;1
de Wit;28;22;1
Dean;36;36;1
Decker;21;22;1
Degerholm;96;93;1
Degerlund;195;202;2
Degerman;174;172;2
Degerstedt;42;44;1
Degerström;20;20;1
Degert;33;36;1
Degerth;111;111;2
Demasör;24;22;1
Dementjeff;25;25;1
Demir;151;140;2
Demirel;52;48;1
Demirtas;39;29;1
Deng;40;38;1
Denisov;25;23;1
Deniz;37;33;1
Depner;61;60;1
Diallo;59;58;1
Dianoff;66;67;1
Diaz;34;32;1
Dibrani;43;39;1
Dickman;39;44;1
Dickson;28;31;1
Diehl;27;27;1
Diesen;21;21;1
Dietrich;74;74;1
Dietz;26;25;1
Diiriye;22;0;1
Dikert;55;54;1
Dillström;116;120;2
Dimitrow;51;50;1
Dincer;22;20;1
Dinh;97;93;1
Diop;24;23;1
Dirie;44;44;1
Dirir;27;27;1
Diriye;22;22;1
Dixon;28;27;1
Djerf;26;26;1
Djupsjö;40;39;1
Djupsjöbacka;107;106;2
Djupsund;39;38;1
Dmitriev;30;28;1
Dmitrieva;31;33;1
Do;123;116;2
Doan;78;75;1
Doepel;40;41;1
Dogan;108;99;2
Doherty;22;22;1
Doktar;44;46;1
Dolk;90;90;1
Domander;27;29;1
Donkor;22;0;1
Donner;208;200;2
Donning;37;38;1
Donskoi;20;21;1
Doroci;43;39;1
Dorsch;21;21;1
Doski;29;24;1
Douglas;23;21;1
Doyle;36;37;1
Dragon;24;23;1
Drake;59;56;1
Drammeh;20;20;1
Drews;21;20;1
Drifell;21;21;1
Drockila;38;41;1
Dromberg;69;73;1
Drufva;39;38;1
Drugg;30;30;1
Drugge;32;32;1
Drycksbäck;33;33;1
Duaale;20;20;1
Duale;37;36;1
Dubb;22;23;1
Dufva;409;418;2
Dufvelin;58;51;1
Duldin;21;20;1
Dumani;25;25;1
Dumell;20;20;1
Duncker;69;68;1
Dunder;167;170;2
Dunderberg;24;23;1
Dunderfelt;81;73;1
Dunkel;33;32;1
Dunn;38;37;1
Duong;92;88;1
Durchman;51;50;1
Durmaz;20;20;1
Duvnäs;23;22;1
Dyhr;0;20;0
Dyster;102;103;2
Easton;23;24;1
Ebeling;51;47;1
Eberhardt;50;50;1
Ebrahim;22;0;1
Ebrahimi;49;47;1
Eckerman;82;83;1
Eckert;47;46;1
Edberg;53;53;1
Ede;30;30;1
Edelman;48;52;1
Edelmann;76;73;1
Edén;24;24;1
Edfelt;44;44;1
Edgren;94;96;1
Edlund;78;75;1
Edman;87;84;1
Edström;80;77;1
Edsvik;34;33;1
Edwards;80;76;1
Eeli;73;73;1
Eemola;23;23;1
Eerikinharju;52;53;1
Eerikkilä;118;114;2
Eerikäinen;717;728;2
Eerilä;25;27;1
Eero;54;55;1
Eerola;1958;1988;3
Eerolainen;39;36;1
Eeronheimo;52;51;1
Eertola;23;22;1
Eestilä;36;34;1
Eeva;244;242;2
Eevala;38;39;1
Efimova;20;0;1
Egal;58;59;1
Eggert;42;39;1
Egorov;27;26;1
Egorova;34;34;1
Ehn;76;78;1
Ehnqvist;33;32;1
Ehnström;40;38;1
Eho;92;94;1
Ehovuo;20;0;1
Ehramaa;23;22;1
Ehrling;24;22;1
Ehrlund;67;70;1
Ehrman;30;27;1
Ehrnrooth;265;262;2
Ehrnsten;105;103;2
Ehro;21;20;1
Ehrola;89;84;1
Ehrs;45;45;1
Ehrstedt;71;75;1
Ehrström;134;133;2
Ehrukainen;146;144;2
Ehtamo;37;37;1
Eichhorn;28;28;1
Eid;47;44;1
Eikkula;21;22;1
Eilittä;43;42;1
Eilo;42;42;1
Eilola;275;273;2
Eilu;21;20;1
Einesalo;35;35;1
Eini;26;25;1
Einistö;20;20;1
Einiö;120;118;2
Eino;25;26;1
Einola;335;337;2
Einonen;47;50;1
Eira;78;80;1
Eiranto;25;25;1
Eiro;21;21;1
Eirola;71;71;1
Eironen;42;41;1
Eiskonen;47;47;1
Eisto;44;44;1
Eivola;35;34;1
Ek;1205;1212;3
Ekberg;322;329;2
Ekblad;246;250;2
Ekblom;255;251;2
Ekbom;79;80;1
Ekdahl;157;152;2
Ekebom;188;186;2
Ekegren;61;61;1
Ekelund;54;52;1
Eker;24;23;1
Ekfors;59;62;1
Ekholm;1693;1697;3
Eklin;41;41;1
Eklund;3521;3543;3
Eklundh;28;27;1
Eklöf;332;322;2
Eklöv;67;67;1
Ekman;1829;1838;3
Ekmark;67;68;1
Eko;29;28;1
Ekola;320;316;2
Ekoluoma;78;78;1
Ekonen;119;125;2
Ekonoja;61;60;1
Ekorre;37;38;1
Ekosaari;47;47;1
Ekqvist;236;244;2
Ekroos;257;261;2
Ekroth;181;182;2
Ekstam;64;65;1
Ekstrand;109;106;2
Ekström;994;998;2
Eksymä;58;60;1
el Issaoui;24;23;1
el Moussaoui;20;0;1
El Shamaly;23;23;1
Elamo;30;29;1
Elander;23;24;1
Eld;76;80;1
Elemo;29;29;1
Elenius;177;175;2
Elers;87;85;1
Elevaara;22;22;1
Elf;158;167;2
Elfsberg;20;21;1
Elfström;48;49;1
Elfvengren;126;122;2
Elfving;319;314;2
Elg;223;218;2
Elgbacka;75;76;1
Elgland;70;69;1
Elgström;21;21;1
Eliala;26;26;1
Eliander;44;44;1
Eliassi;70;61;1
Eliasson;160;150;2
Elijoki;54;52;1
Elimäki;31;29;1
Eljaala;50;51;1
Elkelä;21;21;1
Elki;24;24;1
Elkki;43;45;1
Ella;21;0;1
Ellala;23;25;1
Ellenberg;37;39;1
Ellfolk;70;69;1
Ellilä;194;192;2
Ellin;21;21;1
Elliott;48;45;1
Ellis;38;37;1
Ellmén;58;58;1
Ellonen;335;341;2
Ellä;78;77;1
Elmeranta;46;46;1
Elmgren;74;76;1
Elmi;152;143;2
Elmroos;25;24;1
Elo;2265;2294;3
Eloheimo;21;0;1
Elola;35;35;1
Elolampi;39;38;1
Eloluoma;22;23;1
Eloluoto;34;35;1
Elolähde;25;22;1
Elomaa;1232;1254;3
Elomäki;121;124;2
Elonen;663;668;2
Elonheimo;61;62;1
Eloniemi;36;40;1
Elopuro;33;34;1
Eloranta;2217;2212;3
Elorinne;55;56;1
Elovaara;333;332;2
Elovainio;38;39;1
Elovirta;80;84;1
Elsayed;21;0;1
Elsilä;141;143;2
Elsinen;84;84;1
Elvström;29;27;1
Elwan;30;30;1
Emanuelsson;29;30;1
Emas;41;41;1
Emaus;50;50;1
Emet;77;76;1
Emmes;39;38;1
En;33;35;1
Ena;79;80;1
Enala;24;23;1
Enarvi;20;20;1
Enbacka;47;46;1
Enberg;592;604;2
Enbom;65;67;1
Enbuska;133;130;2
Enbuske;92;89;1
Enbäck;32;32;1
Enckell;192;187;2
Enckelman;42;41;1
Endén;32;32;1
Eneberg;28;28;1
Enegren;68;71;1
Enestam;43;43;1
Enfors;26;26;1
Engberg;275;275;2
Engblom;711;720;2
Engdahl;54;55;1
Engdal;22;22;1
Engelage;24;20;1
Engelberg;51;50;1
Engelholm;24;26;1
Enges;32;31;1
Engholm;27;27;1
Englund;675;682;2
Engman;407;417;2
Engren;56;57;1
Engsbo;24;24;1
Engstrand;35;36;1
Engström;833;818;2
Enholm;221;223;2
Enjala;27;28;1
Enkenberg;73;71;1
Enkovaara;41;41;1
Enkvist;265;253;2
Enlund;432;445;2
Enne;53;51;1
Ennevaara;22;23;1
Eno;70;70;1
Enojärvi;103;104;2
Enoranta;20;22;1
Enqvist;931;941;2
Enroos;91;96;1
Enroth;388;384;2
Ensio;20;20;1
Enström;122;124;2
Entonen;46;46;1
Envall;81;80;1
Envik;70;71;1
Enwald;36;36;1
Enäsuo;25;26;1
Epäilys;82;79;1
Era;31;30;1
Erander;28;28;1
Erdem;40;34;1
Erdogan;38;39;1
Erelä;20;21;1
Eremenko;32;30;1
Eren;22;21;1
Erenius;23;24;1
Erfving;26;27;1
Ergin;20;0;1
Erhama;20;0;1
Erho;36;39;1
Erholm;37;37;1
Erholtz;186;181;2
Erickson;48;46;1
Ericson;0;20;0
Ericsson;91;87;1
Erikkilä;72;75;1
Erikoinen;34;34;1
Eriksen;50;48;1
Eriksén;25;25;1
Erikslund;21;0;1
Erikson;70;73;1
Eriksson;4846;4918;3
