Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Hellikki;226;246;2
Hellin;1616;1718;3
Helly;88;101;1
Hellä;504;541;2
Helma;15;14;1
Helme;12;13;1
Helmi;19221;18558;4
Helmia;7;7;0
Helmi-Aurora;6;5;0
Helmi-Elina;8;8;0
Helmi-Elisa;10;10;1
Helmi-Emilia;9;9;0
Helmi-Helena;5;5;0
Helmiida;13;14;1
Helmi-Ilona;14;14;1
Helmiina;3372;3181;3
Helmiira;8;7;0
Helmi-Kaarina;5;5;0
Helmi-Kerttu;7;7;0
Helmikki;7;6;0
Helmi-Leena;6;5;0
Helmi-Liisa;7;7;0
Helmililja;19;18;1
Helmi-Lilja;13;13;1
Helmi-Lotta;17;17;1
Helmi-Maaria;5;5;0
Helmimaria;9;10;0
Helmi-Maria;81;78;1
Helmi-Marja;8;8;0
Helmina;44;38;1
Helmine;8;8;0
Helmi-Orvokki;9;9;0
Helmiriitta;6;5;0
Helmi-Riitta;13;14;1
Helmi-Sisko;6;6;0
Helmi-Sofia;42;39;1
Helmi-Tuulia;8;8;0
Helny;33;33;1
Heloisa;104;109;2
Heloise;10;10;1
Héloïse;5;0;0
Helpi;48;51;1
Helve;9;11;0
Helvi;4950;5524;3
Helvia;8;8;0
Helviina;6;0;0
Hely;1128;1213;3
Hena;10;9;1
Hend;6;5;0
Hendrika;14;16;1
Henja;11;10;1
Henje;11;11;1
Henna;11319;11340;4
Henna-Elina;6;6;0
Henna-Emilia;14;14;1
Henna-Julia;7;8;0
Henna-Juulia;5;5;0
Henna-Kaisa;43;43;1
Henna-Katariina;5;5;0
Hennaleena;8;9;0
Henna-Leena;44;45;1
Henna-Liisa;26;26;1
Henna-Lotta;5;5;0
Henna-Maaret;6;6;0
Henna-Maaria;34;34;1
Henna-Maarit;25;26;1
Henna-Maija;39;39;1
Hennamari;26;26;1
Henna-Mari;120;120;2
Hennamaria;6;6;0
Henna-Maria;163;163;2
Henna-Marika;6;6;0
Henna-Marja;6;6;0
Henna-Reetta;15;15;1
Henna-Riika;7;7;0
Hennariikka;104;103;2
Henna-Riikka;544;546;2
Hennariina;16;16;1
Henna-Riina;28;29;1
Henna-Riitta;30;31;1
Henna-Sofia;13;13;1
Henna-Tuulia;7;7;0
Henne;5;5;0
Henni;1331;1312;3
Henni-Emilia;5;5;0
Henniina;101;101;2
Hennika;18;18;1
Henni-Kaisa;5;5;0
Henni-Liina;5;5;0
Henni-Maria;9;9;0
Henni-Riikka;5;5;0
Henni-Sofia;7;7;0
Henny;99;97;1
Henok;5;0;0
Henri;6;0;0
Henrica;119;119;2
Henriet;7;6;0
Henriett;5;5;0
Henrietta;1744;1725;3
Henriette;313;322;2
Henriika;385;392;2
Henriikka;5999;5987;3
Henriina;82;82;1
Henriitta;21;20;1
Henrik;14;6;1
Henrika;1248;1233;3
Henrikintytär;7;5;0
Henrikka;14;15;1
Henriksdotter;53;52;1
Henrintytär;14;14;1
Henrita;27;27;1
Henryntytär;8;8;0
Hento;11;11;1
Hentriika;9;10;0
Hentriikka;13;13;1
Hephzibah;6;6;0
Hera;9;7;0
Herdis;9;10;0
Hermiina;15;15;1
Hermina;8;7;0
Hermine;28;27;1
Herminia;5;5;0
Hermione;9;8;0
Hero;18;18;1
Hersi;9;8;0
Herta;10;12;1
Hertha;7;8;0
Hertta;2532;2318;3
Hertta-Liisa;5;6;0
Hertta-Maria;9;7;0
Heta;2101;2087;3
Hetafia;6;6;0
Heta-Kaisa;7;7;0
Heta-Leena;7;7;0
Heta-Liisa;17;17;1
Heta-Maaria;6;6;0
Heta-Maija;14;15;1
Heta-Mari;7;7;0
Heta-Maria;18;18;1
Heta-Sofia;5;5;0
Hetastiina;27;27;1
Heta-Stiina;8;8;0
Hetta;63;57;1
Hetti;68;68;1
Hiba;49;43;1
Hibaaq;11;11;1
Hibaq;13;13;1
Hibo;46;41;1
Hidajete;11;11;1
Hidaya;7;6;0
Hien;34;32;1
Hieu;5;0;0
Hila;17;17;1
Hilal;17;15;1
Hilaria;5;5;0
Hilary;11;11;1
Hilda;3933;3613;3
Hilda-Mari;7;7;0
Hilda-Maria;31;29;1
Hilde;122;109;2
Hildeborg;5;6;0
Hildegard;274;291;2
Hildegun;6;6;0
Hildegund;0;6;0
Hildi;20;22;1
Hildur;133;136;2
Hile;10;7;1
Hilja;4319;4387;3
Hiljamaria;5;5;0
Hilja-Maria;35;35;1
Hilka;7;8;0
Hilke;6;6;0
Hilkka;13879;14984;4
Hilkka-Helena;6;6;0
Hilkka-Leena;10;11;1
Hilkka-Liisa;132;139;2
Hilkka-Maija;34;35;1
Hilkka-Maria;6;6;0
Hilla;4277;3796;3
Hillamaaria;5;5;0
Hilla-Maaria;27;28;1
Hilla-Maija;7;7;0
Hillamari;13;13;1
Hilla-Mari;15;15;1
Hillamaria;18;18;1
Hilla-Maria;64;60;1
Hilla-Marja;14;14;1
Hilla-Sofia;6;6;0
Hille;191;194;2
Hillervo;292;332;2
Hillevi;6372;6665;3
Hilli;11;11;1
Hilma;4031;3769;3
Hilmaliina;5;5;0
Hilma-Liisa;6;6;0
Hilma-Maria;8;8;0
Hilma-Sofia;5;5;0
Hilpa;10;10;1
Hilpe;15;16;1
Hilpi;165;173;2
Hilppa;351;365;2
Hilta;36;31;1
Hiltu;8;7;0
Hilu;5;5;0
Hilve;100;106;2
Himmi;10;11;1
Hina;5;0;0
Hind;19;19;1
Hinda;15;14;1
Hinni;95;94;1
Hinriikka;10;10;1
Hintriikka;15;15;1
Hippu;55;49;1
Hira;17;11;1
Hirsi;10;8;1
Hirut;5;5;0
Hisham;6;6;0
Hissu;7;7;0
Hiwa;5;0;0
Hjördis;245;270;2
Ho;12;10;1
Hoa;56;52;1
Hoai;14;9;1
Hoang;61;54;1
Hoda;26;25;1
Hodan;93;88;1
Hodo;10;9;1
Hoi;5;5;0
Holly;33;30;1
Homa;15;10;1
Homaira;6;6;0
Honey;8;8;0
Hong;141;133;2
Honya;6;5;0
Hoodo;9;7;0
Hope;86;76;1
Hortensia;5;5;0
Hosna;15;13;1
Houda;11;10;1
Hristina;5;0;0
Hristova;16;13;1
Hser;6;0;0
Htay;0;5;0
Htoo;31;31;1
Hua;28;26;1
Huda;94;85;1
Hue;30;28;1
Hui;20;19;1
Hulda;546;525;2
Huma;5;0;0
Humaira;7;6;0
Huong;111;97;2
Husam;8;0;0
Huseen;10;10;1
Husein;8;8;0
Husham;6;0;0
Husna;11;9;1
Hussain;12;12;1
Hussam;5;0;0
Hussein;241;197;2
Huyen;62;52;1
Huynh;21;21;1
Hyang;5;5;0
Hülya;8;7;0
Hymmi;10;9;1
Hymni;8;6;0
Hymy;90;85;1
Håkansdotter;15;15;1
Härdis;5;5;0
Ia;185;180;2
Ian;6;0;0
Iana;42;37;1
Ianina;6;5;0
Ibadete;12;11;1
Ibado;7;7;0
Iben;13;12;1
Ibrahim;216;184;2
Ibtihal;5;5;0
Ibtisaam;8;7;0
Ibtisam;23;20;1
Ida;14441;14220;4
Ida-Alina;5;0;0
Ida-Amanda;14;14;1
Ida-Anniina;7;7;0
Ida-Annika;11;11;1
Ida-Elina;13;13;1
Ida-Elisa;7;7;0
Ida-Emilia;52;50;1
Ida-Eveliina;11;11;1
Ida-Johanna;5;5;0
Ida-Josefina;5;5;0
Ida-Julia;14;13;1
Ida-Kaisa;23;23;1
Idaliina;10;10;1
Ida-Liina;10;10;1
Ida-Liisa;19;19;1
Idalina;5;5;0
Ida-Lina;11;11;1
Idalmiina;8;7;0
Ida-Lotta;54;54;1
Ida-Louise;5;5;0
Ida-Maaria;8;7;0
Ida-Maija;23;23;1
Idamari;7;7;0
Ida-Mari;33;32;1
Idamaria;44;43;1
Ida-Maria;732;730;2
Ida-Marie;27;27;1
Ida-Mariia;7;7;0
Ida-Olivia;7;6;0
Ida-Riikka;6;6;0
Ida-Roosa;6;6;0
Ida-Sofia;192;190;2
Ida-Sofie;8;8;0
Idel;6;6;0
Idil;41;37;1
Idiris;10;7;1
Idman;6;5;0
Idris;12;8;1
Idun;68;54;1
Ieva;14;13;1
Ife;7;5;0
Ifeoluwa;10;9;1
Ifeoma;32;29;1
Ifrah;64;56;1
Iftin;9;9;0
Ifunanya;5;0;0
Ihab;5;5;0
Ihalempi;6;6;0
Ihana;28;27;1
Ihanelma;164;180;2
Ihanne;7;6;0
Ihsan;9;5;0
Iia;239;227;2
Iida;17443;17228;4
Iida-Alina;6;6;0
Iida-Amalia;6;6;0
Iida-Amanda;5;5;0
Iida-Anniina;7;7;0
Iida-Elina;15;16;1
Iida-Emilia;42;41;1
Iida-Eveliina;12;12;1
Iida-Ilona;5;5;0
Iida-Juulia;9;9;0
Iida-Kaisa;14;14;1
Iida-Katariina;6;6;0
Iida-Leena;6;6;0
Iidaliina;28;27;1
Iida-Liina;22;22;1
Iidaliisa;10;9;1
Iida-Liisa;37;39;1
Iidalotta;6;6;0
Iida-Lotta;39;39;1
Iida-Maaria;13;13;1
Iida-Maija;39;39;1
Iidamari;14;14;1
Iida-Mari;37;37;1
Iidamaria;38;38;1
Iida-Maria;579;579;2
Iida-Marja;10;9;1
Iida-Olivia;8;9;0
Iida-Riikka;6;6;0
Iidasofia;6;6;0
Iida-Sofia;137;136;2
Iida-Stiina;6;6;0
Iida-Tuulia;6;6;0
Iija;31;30;1
Iila;8;7;0
Iimaan;9;8;0
Iina;6741;6621;3
Iina-Elina;6;6;0
Iina-Emilia;20;21;1
Iina-Julia;6;6;0
Iina-Kaisa;11;11;1
Iina-Leena;5;5;0
Iina-Liisa;7;7;0
Iina-Lotta;13;13;1
Iina-Maaria;6;6;0
Iina-Maija;14;14;1
Iina-Mari;17;17;1
Iina-Maria;80;79;1
Iina-Riikka;10;10;1
Iina-Sofia;22;22;1
Iine;9;9;0
Iines;1429;1380;3
Iinu;32;30;1
Iira;188;185;2
Iiri;62;62;1
Iiria;5;5;0
Iiris;7089;6917;3
Iiris-Maria;7;7;0
Iiristiina;5;5;0
Iiro;10;0;1
Iisa;2139;1937;3
Iisa-Maria;11;9;1
Iise;9;8;0
Iissa;9;9;0
Iita;1323;1225;3
Iita-Liina;7;6;0
Iitamari;12;12;1
Iita-Mari;6;6;0
Iitamaria;8;8;0
Iita-Maria;15;15;1
Iiti;5;5;0
Iitu;416;399;2
Iivi;37;34;1
Ija;24;23;1
Ijeoma;8;7;0
Ikhlaas;19;18;1
Ikhlas;20;17;1
Ikra;17;16;1
Ikraam;14;14;1
Ikraan;17;17;1
Ikram;32;30;1
Ikran;25;24;1
Ila;34;31;1
Ilaf;10;9;1
Ilana;150;147;2
Ilari;6;6;0
Ilaria;25;24;1
Ilayda;14;12;1
Ilda;14;13;1
Ildiko;12;12;1
Ildikó;15;15;1
Ileana;17;15;1
Ilena;8;8;0
Ilene;10;10;1
Ilenna;8;8;0
Ilhaam;6;6;0
Ilhaan;19;19;1
Ilham;37;34;1
Ilhan;29;26;1
Ilia;10;7;1
Iliana;31;26;1
Ilieva;6;6;0
Ilja;9;7;0
Ilkantytär;39;39;1
Ilknur;8;8;0
Illucia;5;5;0
Illusia;349;331;2
Illuusia;39;38;1
Ilma;289;317;2
Ilmari;16;10;1
Ilmarintytär;7;6;0
Ilmatar;273;260;2
Ilmi;751;811;2
Ilo;85;60;1
Iloisa;11;12;1
Ilon;11;10;1
Ilona;23832;23010;4
Ilone;5;5;0
Ilpontytär;5;5;0
Ilsa;29;20;1
Ilse;703;700;2
Ilse-Maj;15;18;1
Ilse-Marie;5;5;0
Ilse-May;5;5;0
Ilta;532;500;2
Iltatähti;5;0;0
Imaan;12;8;1
Imad;18;10;1
Iman;161;147;2
Imane;17;16;1
Imani;13;10;1
Imbi;5;5;0
Imelda;14;14;1
Imen;7;7;0
Imma;9;9;0
Immaculee;6;5;0
Imme;5;5;0
Immi;63;62;1
Immikki;9;10;0
Imogen;9;8;0
Imola;6;6;0
Impi;594;687;2
Ina;844;824;2
Inaaya;13;10;1
Ina-Maria;18;18;1
Inanna;12;12;1
Inara;24;22;1
Inari;2958;2715;3
Inaria;10;10;1
Inas;24;22;1
Ina-Sofia;9;9;0
Inaya;13;10;1
Inca;38;38;1
Inci;13;14;1
Indi;15;12;1
India;49;45;1
Indiana;17;16;1
Indie;7;0;0
Indigo;27;19;1
Indira;57;55;1
Indra;13;12;1
Indy;6;5;0
Ine;7;7;0
Ines;970;928;2
Inés;10;10;1
Inès;24;24;1
Inês;5;5;0
Inese;8;7;0
Inessa;73;68;1
Inez;160;151;2
Ineza;16;13;1
Inga;2356;2371;3
Ingá;8;7;0
Ingabritt;7;9;0
Inga-Britt;183;187;2
Inga-Leena;8;8;0
Inga-Lena;12;12;1
Inga-Lene;6;6;0
Ingaliina;5;6;0
Inga-Liisa;38;39;1
Ingalill;219;232;2
Inga-Lill;488;515;2
Ingalis;12;11;1
Inga-Lis;32;32;1
Inga-Lisa;17;17;1
Inga-Maaret;5;5;0
Inga-Maarit;12;12;1
Inga-Maija;5;5;0
Inga-Maj;18;18;1
Inga-Mari;6;5;0
Inga-Maria;32;32;1
Inga-Marita;5;6;0
Inga-Riitta;6;6;0
Inga-Sofia;5;5;0
Ingbritt;10;11;1
Ing-Britt;28;30;1
Inge;144;144;2
Ingeborg;3103;3276;3
Ingebritt;13;13;1
Inge-Britt;38;38;1
Ingegerd;1317;1394;3
Ingegärd;394;421;2
Ingel;9;9;0
Ingela;245;242;2
Ingelill;5;5;0
Inge-Lis;5;6;0
Ingemaj;25;26;1
Inge-Maj;131;132;2
Inge-May;32;33;1
Ingemo;71;72;1
Inger;1631;1695;3
Ingeri;8;8;0
Inger-Lill;5;5;0
Inger-Maria;5;5;0
Ing-Maj;13;13;1
Ing-Mari;25;27;1
Ingmarie;5;5;0
Ing-Marie;17;17;1
Ingmarsdotter;8;8;0
Ingrid;2729;2596;3
Ingrit;12;12;1
Ingvild;7;6;0
Ingvor;47;51;1
Inja;11;10;1
Inka;6288;6186;3
Inka-Amanda;5;6;0
Inka-Emilia;8;8;0
Inka-Erika;5;5;0
Inka-Julia;7;7;0
Inka-Leena;8;8;0
Inkaliina;11;11;1
Inka-Liina;10;10;1
Inka-Liisa;16;16;1
Inkalilja;5;5;0
Inka-Lilja;8;8;0
Inka-Maaria;14;14;1
Inka-Maarit;5;5;0
Inka-Maija;7;7;0
Inkamari;5;5;0
Inka-Mari;20;20;1
Inka-Maria;70;70;1
Inkariina;11;11;1
Inka-Riina;23;23;1
Inka-Sofia;14;14;1
Inka-Tuuli;5;5;0
Inke;17;17;1
Inker;6;6;0
Inker-Anni;9;9;0
Inkeri;39585;40840;4
Inki;9;10;0
Inkku;6;6;0
Inna;1398;1253;3
Inna-Maria;9;8;0
Inne;8;8;0
Inneli;6;6;0
Inni;24;23;1
Intisar;11;11;1
Intissar;5;5;0
Inu;5;5;0
Io;7;7;0
Ioana;28;23;1
Ioanna;20;20;1
Iona;63;53;1
Ioulia;29;29;1
Ipek;14;12;1
Ippa;15;13;1
Iqbal;6;6;0
Iqlaas;11;8;1
Iqlas;8;7;0
Iqra;44;42;1
Ira;1479;1466;3
Iraida;37;38;1
Ira-Maria;25;25;1
Irana;9;9;0
Ireena;5;7;0
Ireene;524;568;2
Ireeni;9;9;0
Irelia;6;0;0
Irem;23;20;1
Iren;28;28;1
Irén;32;32;1
Irena;137;131;2
Irene;22002;22429;4
Irené;22;22;1
Iréne;148;143;2
Irène;24;22;1
Iri;20;20;1
Iria;20;19;1
Irina;4326;4250;3
Irini;30;29;1
Irinja;160;160;2
Irinka;8;8;0
Iris;3310;3267;3
Íris;9;7;0
Irja;9745;10666;3
Irja-Kaarina;6;6;0
Irja-Leena;18;18;1
Irjaliisa;9;9;0
Irja-Liisa;94;97;1
Irja-Maija;6;7;0
Irja-Riitta;6;6;0
Irkka;42;45;1
Irma;10833;11493;4
Irma-Leena;14;14;1
Irmaliisa;5;5;0
Irma-Liisa;63;67;1
Irma-Riitta;5;6;0
Irmela;5;5;0
Irmeli;28027;28618;4
Irmelin;84;92;1
Irmgard;16;19;1
Irmi;0;5;0
Iro;40;43;1
Iryna;63;50;1
Isa;968;945;2
Isabel;2639;2372;3
Isabela;31;24;1
Isabell;301;286;2
Isabella;6850;6371;3
Isabelle;709;673;2
Isadora;168;153;2
Isaela;6;6;0
Isa-Erika;6;6;0
Isa-Lotta;6;6;0
Isam;6;0;0
Isa-Maria;24;24;1
Isatou;28;28;1
Isaura;5;0;0
Ise;9;8;0
Isebel;6;6;0
Isela;49;43;1
Iselin;37;32;1
Iselinn;8;7;0
Isella;49;46;1
Isha;11;10;1
Isheja;5;0;0
Isho;5;5;0
Isidora;10;8;1
Isis;7;7;0
Isla;4133;3411;3
Isla-Maria;5;5;0
Ismael;19;15;1
Ismahaan;5;5;0
Ismahan;23;20;1
Ismail;86;81;1
Isman;7;6;0
Ismontytär;10;10;1
Isobel;27;27;1
Isolde;48;46;1
Isra;111;88;2
Israa;33;23;1
Issa;13;10;1
Isse;31;31;1
Istar;11;11;1
Itohan;5;0;0
Itta;6;5;0
Itzel;5;0;0
Iuliana;7;5;0
Iuliia;93;55;1
Iva;12;10;1
Ivalo;10;8;1
Ivana;46;40;1
Ivanka;23;20;1
Ivanna;16;13;1
Ivanova;27;27;1
Ivanovna;39;38;1
Iveta;7;5;0
Ivetta;5;0;0
Ivi;11;10;1
Ivie;13;11;1
Ivika;5;0;0
Ivonne;14;14;1
Ivy;70;60;1
Iwona;12;11;1
Iyanuoluwa;5;0;0
Iza;17;16;1
Izabel;26;25;1
Izabela;22;22;1
Izabell;14;14;1
Izabella;82;83;1
Izabelle;29;29;1
Izel;9;7;0
J;9;7;0
Jaada;12;8;1
Jaael;13;13;1
Jaakontytär;54;50;1
Jaana;22738;22879;4
Jaana-Helena;6;6;0
Jaana-Johanna;5;0;0
Jaana-Kaarina;6;6;0
Jaana-Kaisa;18;18;1
Jaana-Kristiina;8;7;0
Jaana-Leena;6;6;0
Jaana-Liisa;21;21;1
Jaana-Maarit;22;22;1
Jaana-Maija;20;20;1
Jaana-Mari;17;17;1
Jaana-Maria;35;35;1
Jaana-Marika;0;5;0
Jaana-Marita;5;5;0
Jaana-Marja;16;16;1
Jaana-Riitta;9;9;0
Jaana-Sisko;7;9;0
Jaane;6;6;0
Jaanet;5;5;0
Jaanika;47;47;1
Jaara;5;5;0
Jaava;5;5;0
Jabbar;20;18;1
Jaber;22;21;1
Jacinda;13;12;1
Jacinta;10;10;1
Jackie;6;0;0
Jacoba;12;12;1
Jacobina;8;7;0
Jacobine;6;6;0
Jacqueline;111;105;2
Jacquelyn;5;0;0
Jada;70;65;1
Jade;2477;2346;3
Jade-Julia;7;7;0
Jade-Juulia;7;7;0
Jadele;18;18;1
Jadelia;16;14;1
Jadeliina;26;25;1
Jadelin;11;8;1
Jadelina;16;16;1
Jadella;8;8;0
Jadelle;10;10;1
Jadelmiina;7;6;0
Jade-Maria;10;10;1
Jadena;6;6;0
Jade-Sofia;8;8;0
Jadessa;485;436;2
Jadette;17;16;1
Jadwiga;16;16;1
Jae;5;5;0
Jael;52;46;1
Jagoda;5;5;0
Jahan;15;13;1
Jaime;6;5;0
Jaina;10;10;1
Jainaba;9;6;0
Jaklin;5;5;0
Jakovlevna;5;5;0
Jalal;9;9;0
Jalina;7;7;0
Jalmiina;27;26;1
Jalmina;5;5;0
Jalna;11;11;1
Jalo;7;0;0
Jama;73;71;1
Jamal;47;40;1
Jameel;8;7;0
Jamelia;19;19;1
James;23;19;1
Jami;8;0;0
Jamie;27;25;1
Jamil;9;0;0
Jamila;85;80;1
Jamilah;6;5;0
Jamile;6;6;0
Jamilia;8;8;0
Jamilla;26;26;1
Jamina;97;97;1
Jamira;5;5;0
Jamuna;5;0;0
Jan;8;7;0
Jana;267;243;2
Janda;8;7;0
Jane;707;674;2
Janea;10;9;1
Janel;7;7;0
Janelia;6;6;0
Janella;66;63;1
Janelle;34;33;1
Janessa;169;158;2
Janet;291;289;2
Janeta;14;14;1
Janete;6;6;0
Janeth;11;10;1
Janett;13;13;1
Janetta;102;101;2
Janette;2858;2853;3
Jani;9;7;0
Jania;7;7;0
Janica;1216;1213;3
Janice;49;50;1
Janie;7;7;0
Janiela;14;14;1
Janiika;48;48;1
Janiina;148;148;2
Janiitta;9;9;0
Janika;3026;3024;3
Janike;6;6;0
Janina;4092;4089;3
Janine;112;110;2
Janintytär;29;31;1
Janira;11;11;1
Janisa;6;5;0
Janissa;19;19;1
Janita;2582;2583;3
Janitta;29;30;1
Janja;8;8;0
Janka;15;14;1
Jankey;6;0;0
Janna;1800;1765;3
Jannah;14;10;1
Janna-Jemina;5;5;0
Janna-Julia;6;6;0
Janna-Juulia;7;7;0
Janna-Maaria;6;6;0
Jannamari;7;7;0
Janna-Mari;29;29;1
Janna-Maria;21;20;1
Janna-Riina;6;6;0
Jannat;17;13;1
Janneke;5;5;0
Jannentytär;48;45;1
Jannette;6;0;0
Janni;1023;966;3
Jannica;293;288;2
Jannice;10;10;1
Jannie;9;9;0
Janniina;299;295;2
Jannika;600;600;2
Jannike;67;66;1
Janni-Mari;9;9;0
Janni-Maria;9;9;0
Jannina;147;148;2
Jansdotter;28;28;1
Jaqueline;15;15;1
Jara;18;16;1
Jarina;6;5;0
Jarintytär;96;94;1
Jarita;33;34;1
Jarkontytär;30;31;1
Jarla;6;6;0
Jarlsdotter;14;14;1
Jarmila;15;14;1
Jarmontytär;26;26;1
Jarna;372;372;2
Jarnontytär;24;23;1
Jarona;6;6;0
Jaroslava;8;8;0
Jasemin;15;15;1
Jasim;18;14;1
Jasmeen;5;0;0
Jasmi;212;204;2
Jasmia;7;7;0
Jasmiin;33;30;1
Jasmiina;1572;1544;3
Jasmiine;9;9;0
Jasmiini;113;112;2
Jasmiitta;9;9;0
Jasmin;8615;8414;3
Jasmina;747;729;2
Jasmine;1679;1624;3
Jasminé;5;5;0
Jasminella;8;7;0
Jasmini;5;0;0
Jasminka;12;12;1
Jasmira;7;7;0
Jasna;41;40;1
Jasper;13;9;1
Jassi;9;9;0
Jassim;7;6;0
Jasu;6;0;0
Jatta;852;852;2
Jatta-Mari;5;5;0
Jatta-Maria;8;8;0
Java;6;5;0
Javiera;8;7;0
Jawad;11;7;1
Jawahir;8;8;0
Jay;18;14;1
Jaya;7;6;0
Jayne;17;17;1
Jazmin;14;14;1
Jea;7;7;0
Jean;116;110;2
Jeanett;6;6;0
Jeanette;709;706;2
Jeanina;5;5;0
Jeanine;19;19;1
Jeanna;23;21;1
Jeanne;78;73;1
Jeanne-Marie;5;6;0
Jeannette;103;102;2
Jeannine;6;5;0
Jeanny;5;5;0
Jebet;5;5;0
Jedida;10;10;1
Jedita;7;7;0
Jeela;21;16;1
Jeena;36;36;1
Jefimia;9;8;0
Jefina;5;0;0
Jehona;9;9;0
Jekateriina;23;23;1
Jekaterina;197;186;2
Jelena;621;610;2
Jeli;9;8;0
Jelica;5;5;0
Jelina;46;42;1
Jelinda;7;6;0
Jelisa;7;7;0
Jelissa;11;10;1
Jelizaveta;18;17;1
Jella;28;29;1
Jelmiina;10;9;1
Jemal;6;0;0
Jemena;5;5;0
Jemica;5;5;0
Jemiina;123;125;2
Jemila;11;10;1
Jemilia;33;32;1
Jemilla;8;7;0
Jemima;94;89;1
Jemimah;9;9;0
Jemina;3370;3304;3
Jeminna;11;11;1
Jemma;7;7;0
Jemmi;7;7;0
Jen;8;7;0
Jena;17;15;1
Jeni;43;43;1
Jenia;8;8;0
Jenica;69;66;1
Jenifer;38;37;1
Jeniina;14;13;1
Jenika;78;77;1
Jenilla;15;14;1
Jenina;339;332;2
Jenisa;9;9;0
Jenissa;10;10;1
Jenita;174;174;2
Jenna;11574;11574;4
Jenna-Emilia;10;10;1
Jennah;5;6;0
Jenna-Jasmin;6;6;0
Jenna-Johanna;8;8;0
Jenna-Julia;44;44;1
Jenna-Juulia;18;18;1
Jenna-Leena;6;6;0
Jenna-Liisa;8;8;0
Jenna-Lotta;8;8;0
Jenna-Maaria;12;12;1
Jenna-Maarit;6;6;0
Jenna-Maija;5;5;0
Jennamari;10;10;1
Jenna-Mari;61;61;1
Jenna-Maria;86;86;1
Jenna-Marie;8;8;0
Jenna-Marika;9;9;0
Jennamiia;14;14;1
Jenna-Miia;8;8;0
Jenna-Riikka;27;27;1
Jennariina;7;7;0
Jenna-Riina;15;16;1
Jenna-Sofia;13;13;1
Jenne;5;0;0
Jenni;17978;18014;4
Jenni-Annika;6;6;0
Jennica;173;168;2
Jennie;289;288;2
Jenni-Elina;13;13;1
Jenni-Emilia;21;21;1
Jennifer;897;885;2
Jenni-Helena;5;5;0
Jenniina;605;605;2
Jenni-Johanna;30;30;1
Jenni-Julia;18;18;1
Jenni-Juulia;9;9;0
Jennika;376;373;2
Jenni-Kaisa;22;22;1
Jenni-Katariina;5;5;0
Jennileena;7;7;0
Jenni-Leena;14;15;1
Jenniliisa;9;9;0
Jenni-Liisa;12;12;1
Jenni-Lotta;5;5;0
Jenni-Maaria;11;11;1
Jenni-Maarit;5;5;0
Jenni-Maija;12;12;1
Jennimari;24;24;1
Jenni-Mari;71;71;1
Jennimaria;9;9;0
Jenni-Maria;147;148;2
Jennina;147;144;2
Jenni-Noora;5;6;0
Jenni-Pauliina;6;6;0
Jenni-Riikka;7;7;0
Jenni-Sofia;20;20;1
Jenni-Stiina;5;5;0
Jenni-Tuulia;5;5;0
Jenny;5939;5950;3
Jenny-Emilia;6;6;0
Jennyfer;20;20;1
Jenny-Julia;7;7;0
Jenny-Juulia;5;5;0
Jenny-Liisa;6;6;0
Jenny-Mari;6;6;0
Jenny-Maria;50;50;1
Jenny-Marie;7;7;0
Jenny-Sofia;15;15;1
Jepchirchir;6;0;0
Jeremias;7;0;0
Jerena;7;6;0
Jerentytär;5;0;0
Jerica;13;13;1
Jerika;31;31;1
Jerina;26;26;1
Jerita;14;14;1
Jertta;32;32;1
Jeruto;5;6;0
Jesica;7;6;0
Jesmiina;12;12;1
Jesmina;17;17;1
Jessa;7;8;0
Jesse;23;14;1
Jessentytär;6;0;0
Jessi;352;336;2
Jessica;5105;5051;3
Jessie;37;33;1
Jessiina;81;77;1
Jessika;855;851;2
Jessina;65;65;1
Jessy;7;5;0
Jesus;7;6;0
Jeta;8;7;0
Jetta;111;111;2
Jette;14;13;1
Jeudokia;7;7;0
Jeva;6;5;0
Jevgenia;32;30;1
Jevgenija;10;10;1
Jevgenjevna;6;6;0
Jewel;8;6;0
Jia;30;25;1
Jiali;5;5;0
Jian;7;7;0
Jiang;9;7;0
Jianna;7;6;0
Jiao;5;5;0
Jie;11;11;1
Jihaan;5;5;0
Jihan;7;0;0
Jiia;21;21;1
Jiida;5;5;0
Jiina;34;32;1
Jiisa;5;0;0
Jila;13;12;1
Jill;97;95;1
Jilla;19;19;1
Jillian;15;15;1
Jimena;17;17;1
Jin;25;24;1
Jina;23;23;1
Jinan;9;9;0
Jing;36;33;1
Jingjing;7;7;0
Jinka;25;23;1
Jinna;58;55;1
Jinni;6;6;0
Jintana;7;5;0
Jippu;21;18;1
Jitta;14;13;1
Jiya;5;0;0
Jiyan;8;7;0
Jo;23;20;1
Joa;24;23;1
Joalin;41;0;1
Joan;111;107;2
Joana;60;57;1
Joaniina;5;5;0
Joanina;6;6;0
Joanita;5;5;0
Joann;10;11;1
Joanna;3509;3391;3
Joanna-Maria;6;5;0
Joanne;93;82;1
Joanniina;6;6;0
Jocelyn;21;20;1
Jodie;9;9;0
Jody;6;6;0
Joel;10;0;1
Joela;20;20;1
Joeliina;11;11;1
Joella;22;20;1
Joelle;7;5;0
Joëlle;7;6;0
Joenna;11;11;1
Johan;9;7;0
Johana;9;10;0
Johanna;111953;112280;5
Johanna-Maria;16;16;1
Johannantytär;5;5;0
Johanne;51;52;1
